OBJECTID,STATE_NAME,COUNTY_NAME,SETTLEMENT_NAME,ALTERNATIVE_NAME_1,ALTERNATIVE_NAME_2,ALTERNATIVE_NAME_3,FUNCTIONAL_CLASSIFICATION,CONFIDENCE,DATA_SOURCE,LATITUDE,LONGITUDE
"278,993",Central Equatoria,Juba,Aru,,,,Village,20,WFP,4.36381490003845,31.98451079833560
"261,985",Central Equatoria,Juba,Aru,,,,Town,20,WFP,4.36878534956509,31.98294339961910
"266,321",Central Equatoria,Juba,Attigu,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.06047267907172,31.76393105027860
"287,345",Central Equatoria,Juba,Baden,,,,Village,40,WFP,4.51161867616179,31.67473983127910
"216,177",Central Equatoria,Juba,Badigeru Swamp,,,,Village,41,"UNMISS, WFP, NBS",5.33333329999266,32.03333329969290
"215,761",Central Equatoria,Juba,Bala Pool,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",5.25548820401821,31.80481779990240
"285,169",Central Equatoria,Juba,Bale,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.64712871002280,31.39672246606980
"285,777",Central Equatoria,Juba,Baloke,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.55032333955131,31.00038894619380
"375,025",Central Equatoria,Juba,Bangu,,,,IDP,80,"OCHA IDP, UNMISS",4.68305638744317,31.39895583434510
"204,529",Central Equatoria,Juba,Baranga,,,,Village,41,"UNMISS, WFP, NBS",4.58000000030063,31.04000000030070
"205,441",Central Equatoria,Juba,Bari,,,,Village,20,WFP,4.15549659868992,31.46308234087820
"281,537",Central Equatoria,Juba,Bariang,,,,Village,40,WFP,4.79911432466719,30.95323000805930
"209,985",Central Equatoria,Juba,Bedden Rapids,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.59054161680302,31.50609863744310
"285,441",Central Equatoria,Juba,Beyli,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.59728572455737,31.55838165808790
"261,297",Central Equatoria,Juba,Billiyang,,,,Town,20,WFP,4.84486776993248,31.75179182863090
"285,265",Central Equatoria,Juba,Bongo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.63924152078039,31.36632044003720
"205,009",Central Equatoria,Juba,Bongwa,,,,Village,41,"UNMISS, WFP, NBS",4.45722220014522,31.16722219964570
"281,729",Central Equatoria,Juba,Buduge,,,,Village,40,WFP,4.76844049293521,31.60894795208720
"274,321",Central Equatoria,Juba,Buko,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",5.18065636030360,31.27338486402110
"210,689",Central Equatoria,Juba,Bungu,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.66419951879357,31.39707100822140
"211,361",Central Equatoria,Juba,Buripiong,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.76337452461547,32.08486183230860
"281,425",Central Equatoria,Juba,Chaka,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.81040341538613,31.23778091375900
"281,457",Central Equatoria,Juba,Chamba,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.80442342200416,31.36875825568980
"202,321",Central Equatoria,Juba,Chilikwa,,,,Village,41,"UNMISS, WFP, NBS",4.11666670020890,31.95000000010080
"287,569",Central Equatoria,Juba,Delili,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.49272285787441,31.22687378399880
"204,433",Central Equatoria,Juba,Digali,,,,Village,41,"UNMISS, WFP, NBS",4.56416670003404,31.16305560013670
"283,441",Central Equatoria,Juba,Dikala,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.68412792876171,31.39666532224770
"365,121",Central Equatoria,Juba,Dollo,,,,IDP,80,"OCHA IDP, UNMISS",4.76088673723399,30.93197373560030
"205,249",Central Equatoria,Juba,Duduru,,,,Village,41,"UNMISS, WFP, NBS",4.49222219989542,31.87750000042560
"288,577",Central Equatoria,Juba,Duro,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.42174167463941,31.61543103881230
"287,649",Central Equatoria,Juba,Edemo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.46544119875313,31.92546331198320
"209,873",Central Equatoria,Juba,El Iqlim Al Istiwa'i,,,,Village,41,"UNMISS, WFP, NBS",5.00000000000085,31.00000000020070
"262,817",Central Equatoria,Juba,Fagar,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.20157073410292,31.63604674306360
"204,369",Central Equatoria,Juba,Fedde,,,,Village,41,"UNMISS, WFP, NBS",4.55305560043644,31.97555560031160
"204,609",Central Equatoria,Juba,Fidiya,,,,Village,41,"UNMISS, WFP, NBS",4.58305559983688,31.93138889997860
"274,289",Central Equatoria,Juba,Gabur,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.17853437216439,31.76605788936100
"209,345",Central Equatoria,Juba,Gamichi,,,,Village,41,"UNMISS, WFP, NBS",4.94611110044775,32.03361110027290
"287,585",Central Equatoria,Juba,Ganzi,Ganji,,,Village,162,"OCHA IDP, WFP, OCHA COD, OCHA COD, UNMISS, NBS, NBS",4.48024540210446,31.24857207684070
"288,609",Central Equatoria,Juba,Gerenya,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.41313807196525,32.01735105101110
"203,777",Central Equatoria,Juba,Girn,,,,Village,41,"UNMISS, WFP, NBS",4.35444439959019,31.33083330001770
"279,345",Central Equatoria,Juba,Gondokoro,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.91138171029854,31.65345195034810
"210,065",Central Equatoria,Juba,Gopur,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.59864878561382,31.40369900540570
"209,553",Central Equatoria,Juba,Gori,,,,Village,41,"UNMISS, WFP, NBS",4.95999999990090,31.86000000010080
"281,473",Central Equatoria,Juba,Gumba,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.80230979666061,31.61970079865380
"260,689",Central Equatoria,Juba,Guruloguthu,,,,Village,20,WFP,5.19747249995675,31.19883990044200
"363,537",Central Equatoria,Juba,Gwerekek,,,,IDP,80,"OCHA IDP, UNMISS",5.59580115949677,31.23319885084710
"279,729",Central Equatoria,Juba,Gworolorongo,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.88494633930293,31.00354551801210
"283,473",Central Equatoria,Juba,Ilangari,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.67737273506452,32.03470981280850
"278,145",Central Equatoria,Juba,Ilibari,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.95142482659531,31.57612089066750
"279,281",Central Equatoria,Juba,Indura,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.92252191735344,31.46051519372210
"210,097",Central Equatoria,Juba,Irido,,,,Village,41,"UNMISS, WFP, NBS",4.60388889955391,31.93888889960390
"210,017",Central Equatoria,Juba,Itchire,,,,Village,41,"UNMISS, WFP, NBS",4.59444440018973,32.08777780040610
"278,049",Central Equatoria,Juba,Jabur,,,,Village,40,WFP,4.99321772861612,31.86707959994450
"281,345",Central Equatoria,Juba,Jada,,,,Village,40,WFP,4.81855391263377,31.63194237394230
"288,705",Central Equatoria,Juba,Jala,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.39938386217631,31.16764832271280
"277,601",Central Equatoria,Juba,Jalang,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.06149719464065,31.67364831421920
"211,457",Central Equatoria,Juba,Jeraputa,,,,Village,41,"UNMISS, WFP, NBS",4.76666669980921,31.73333330029250
"204,289",Central Equatoria,Juba,Jigidi,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.54850114491273,31.32299018924670
"204,673",Central Equatoria,Juba,Jigokwe,,,,Village,41,"UNMISS, WFP, NBS",4.59000000010076,31.05000000010080
"261,313",Central Equatoria,Juba,Jobor,,,,Town,20,WFP,4.99314631974767,31.86691458873820
"275,713",Central Equatoria,Juba,Jokoki,,,,Village,82,"WFP, OCHA COD, UNMISS, NBS, NBS",5.13022370556041,31.77107981608150
"281,409",Central Equatoria,Juba,Jongwa,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.81588341089150,30.88020606695730
"281,169",Central Equatoria,Juba,Juba,,,,National Capital,171,"UNMISS, OCHA IDP, WFP, OCHA COD, UNMISS, NBS",4.84261368307585,31.60444739383300
"374,097",Central Equatoria,Juba,Juba Na Bari,Juba Nabari,,,Village,52,"OCHA COD, OCHA COD, NBS, NBS",4.86535790000000,31.61784960000000
"364,753",Central Equatoria,Juba,Juba town,,,,IDP,420,"OCHA IDP, OCHA IDP, OCHA IDP, OCHA IDP, OCHA IDP, OCHA IDP, OCHA IDP",4.84828952664117,31.60141905904320
"290,385",Central Equatoria,Juba,Juboli,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.29699740700556,31.79594251203820
"285,505",Central Equatoria,Juba,Kaboshi,,,,Village,40,WFP,4.58257744379483,31.96245489278000
"267,137",Central Equatoria,Juba,Kagwada,,,,Village,41,"UNMISS, WFP, NBS",4.45090999989742,31.19999999980100
"205,729",Central Equatoria,Juba,Kainye,,,,Village,41,"UNMISS, WFP, NBS",4.19999999980098,31.56666670020890
"204,017",Central Equatoria,Juba,Kalakoy,,,,Village,41,"UNMISS, WFP, NBS",4.51361109987317,31.11500000015080
"204,353",Central Equatoria,Juba,Kalipapa,,,,Village,41,"UNMISS, WFP, NBS",4.55636000011475,31.32090999979750
"211,713",Central Equatoria,Juba,Kamarok,,,,Village,41,"UNMISS, WFP, NBS",4.80000000040053,31.43333329999270
"204,913",Central Equatoria,Juba,Kamuri,,,,Village,41,"UNMISS, WFP, NBS",4.42277779975649,31.24111109969840
"264,497",Central Equatoria,Juba,Karpeto,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.12287381917224,31.70231748336610
"366,017",Central Equatoria,Juba,Katigiri,,,,IDP,80,"OCHA IDP, UNMISS",4.92061500028285,30.84271499999810
"288,929",Central Equatoria,Juba,Kay,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.35500965137516,31.49112264739310
"279,633",Central Equatoria,Juba,Kenyi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.88946366271870,31.40506372661060
"285,297",Central Equatoria,Juba,Kibo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.63188543426622,31.39692214883900
"202,721",Central Equatoria,Juba,Kijo,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.22729960489369,31.40832195689370
"211,441",Central Equatoria,Juba,Kimangoro,,,,Village,41,"UNMISS, WFP, NBS",4.77000000010077,31.13000000030060
"203,089",Central Equatoria,Juba,Kit,,,,Town,92,"UNMISS, OCHA COD, WFP, NBS, NBS",4.26272999499412,32.01818000020770
"285,761",Central Equatoria,Juba,Kobogi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.54559078139027,32.10436924804330
"288,641",Central Equatoria,Juba,Kogi,,,,Village,40,WFP,4.41034458703388,31.61867780004130
"204,129",Central Equatoria,Juba,Koli,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.52558690840993,31.31615619605250
"210,225",Central Equatoria,Juba,Kolier,,,,Village,41,"UNMISS, WFP, NBS",4.62750000002580,31.24805559978700
"283,217",Central Equatoria,Juba,Kolye,,,,Village,82,"WFP, OCHA COD, UNMISS, NBS, NBS",4.71788605559783,31.60231012441360
"203,153",Central Equatoria,Juba,Koropa,,,,Village,41,"UNMISS, WFP, NBS",4.27000000020070,31.40527780033110
"287,249",Central Equatoria,Juba,Kotakodongo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.54037084104232,31.00630670738950
"210,257",Central Equatoria,Juba,Koturomi,,,,Village,41,"UNMISS, WFP, NBS",4.63027779988141,31.85861109972340
"204,241",Central Equatoria,Juba,Kuba,,,,Village,41,"UNMISS, WFP, NBS",4.54749999982596,31.67694439966520
"205,025",Central Equatoria,Juba,Kuiaji,,,,Village,41,"UNMISS, WFP, NBS",4.45361110017296,31.91555559971200
"285,601",Central Equatoria,Juba,Kuja,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.57447892376416,31.59186830567860
"210,193",Central Equatoria,Juba,Kuju,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.62259945210388,31.65814036168920
"205,217",Central Equatoria,Juba,Kukudu,,,,Village,41,"UNMISS, WFP, NBS",4.49555560001176,31.14527780013130
"285,361",Central Equatoria,Juba,Kwarijik,Kwerijik,"Kwerijik, Jopa, Kemiru",,Village,161,"OCHA IDP, WFP, OCHA COD, UNMISS, UNMISS, NBS",4.60997129064339,31.36242327291660
"279,249",Central Equatoria,Juba,Kworijik,Kwarajik  Centre,Kwarajik Centre,,Village,61,"WFP, OCHA COD, NBS",4.93272282030273,31.58747669939110
"272,129",Central Equatoria,Juba,Kworijik,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.34647382860516,31.81491522595780
"202,465",Central Equatoria,Juba,Labizuzo,,,,Village,41,"UNMISS, WFP, NBS",4.13472220007031,31.06777780010630
"277,841",Central Equatoria,Juba,Lado,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.03609987510998,31.68888093211020
"210,001",Central Equatoria,Juba,Lagere,,,,Village,41,"UNMISS, WFP, NBS",4.59388889975372,31.83805559968700
"204,065",Central Equatoria,Juba,Lagogolo,,,,Village,41,"UNMISS, WFP, NBS",4.52138890007848,31.51472219967060
"203,313",Central Equatoria,Juba,Lagora,,,,Village,41,"UNMISS, WFP, NBS",4.29999999960114,31.95000000010080
"266,481",Central Equatoria,Juba,Lakki,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.04610060985607,31.62234592242730
"285,425",Central Equatoria,Juba,Lakoleri,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.59509502281787,31.92681187237090
"285,665",Central Equatoria,Juba,Langabu,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.56380474179622,32.05379155603630
"210,401",Central Equatoria,Juba,Lefureur,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.65533221241247,31.64452273283870
"272,321",Central Equatoria,Juba,Legeri,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.31343002157905,31.80490388660600
"283,409",Central Equatoria,Juba,Legi,,,,Village,40,WFP,4.69697519385096,30.57947447177030
"211,393",Central Equatoria,Juba,Lekilla,,,,Village,41,"UNMISS, WFP, NBS",4.76666669980921,31.23333330039240
"283,585",Central Equatoria,Juba,Ligi,,,,Village,40,WFP,4.65827643630934,30.93198955017850
"283,425",Central Equatoria,Juba,Likiberi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.68687929394508,31.68614227704530
"283,633",Central Equatoria,Juba,Liria,Lirya A,,,Town,132,"UNMISS, WFP, OCHA COD, OCHA COD, NBS, NBS",4.64522519688614,32.08048991038200
"287,425",Central Equatoria,Juba,Loago,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.50831209922484,31.28217252644180
"203,473",Central Equatoria,Juba,Lobonok,,,,Village,41,"UNMISS, WFP, NBS",4.32000000010078,31.63544999971860
"285,713",Central Equatoria,Juba,Lodara,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.55986145294452,30.97884916066110
"202,049",Central Equatoria,Juba,Loga,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.09042493526340,31.20560114118060
"277,665",Central Equatoria,Juba,Logo,,,,Village,82,"WFP, OCHA COD, UNMISS, NBS, NBS",5.05186074038170,31.73564955098690
"276,001",Central Equatoria,Juba,Logogvi,,,,Village,40,WFP,5.09966591335206,31.44199641800120
"204,225",Central Equatoria,Juba,Lokiliri,,,,Village,41,"UNMISS, WFP, NBS",4.54544999971853,31.96818000030770
"281,329",Central Equatoria,Juba,Lokoko,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.82983523860622,30.96855460321320
"211,089",Central Equatoria,Juba,Lokotak,,,,Village,41,"UNMISS, WFP, NBS",4.73333330029243,31.31666669980920
"211,233",Central Equatoria,Juba,Lokuta,,,,Village,41,"UNMISS, WFP, NBS",4.74999999960113,31.31666669980920
"283,377",Central Equatoria,Juba,Lologo,,,,Town,91,"UNMISS, WFP, NBS",4.69368661774405,31.60009427673040
"371,041",Central Equatoria,Juba,Lologo,,,,IDP,70,"IOM IDP, UNMISS",4.84829000000000,31.60141900000000
"285,185",Central Equatoria,Juba,Lomer,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.64037250638688,31.88457144881420
"285,569",Central Equatoria,Juba,Lomiyega,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.57432277897391,31.96014774772130
"202,785",Central Equatoria,Juba,Lopangwe,,,,Village,41,"UNMISS, WFP, NBS",4.23333330039230,31.86666669960940
"203,841",Central Equatoria,Juba,Lopi,,,,Village,41,"UNMISS, WFP, NBS",4.36527780023113,31.28777780020620
"285,809",Central Equatoria,Juba,Lorono,,,,Village,61,"WFP, UNMISS, NBS",4.53945119611666,31.90797257557480
"208,705",Central Equatoria,Juba,Luala,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",5.02664202441071,31.64866786013450
"277,617",Central Equatoria,Juba,Ludo Kenyi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.06125634000892,31.53533776992300
"204,497",Central Equatoria,Juba,Lukala,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.57392871403977,31.67085416199090
"279,825",Central Equatoria,Juba,Lukitni,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.86805569981152,31.11454830126400
"279,649",Central Equatoria,Juba,Lukudu,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.88807574799819,31.04390885770850
"210,481",Central Equatoria,Juba,Luli,,,,Village,41,"UNMISS, WFP, NBS",4.66666670000905,30.88333330019250
"287,473",Central Equatoria,Juba,Luluba,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.49858465965514,31.95999364798930
"287,521",Central Equatoria,Juba,Lumer,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.49775973942127,31.25866368158450
"262,209",Central Equatoria,Juba,Luri,,,,Village,40,WFP,4.87762499989464,31.41355300027160
"267,121",Central Equatoria,Juba,Mafi,,,,Village,41,"UNMISS, WFP, NBS",4.44000000040052,31.19000000000090
"274,385",Central Equatoria,Juba,Man Karo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.16112152423977,31.76340684265260
"204,401",Central Equatoria,Juba,Mana,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.56805230457104,31.04285920498920
"281,665",Central Equatoria,Juba,Mandubulu,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.77943491089326,30.92217444739370
"215,441",Central Equatoria,Juba,Mangalla,Mangala Centre,,,Town,192,"OCHA IDP, UNMISS, OCHA COD, OCHA COD, UNMISS, WFP, NBS, NBS",5.19991538328912,31.77197893038420
"364,785",Central Equatoria,Juba,Mangalla islands,,,,IDP,80,"OCHA IDP, UNMISS",5.26168746110829,31.78615322339350
"285,521",Central Equatoria,Juba,Mangara,,,,Village,111,"UNMISS, WFP, OCHA COD, NBS",4.60211499671055,30.96201797355150
"285,281",Central Equatoria,Juba,Mankole,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.63554463357883,30.94075505060600
"204,273",Central Equatoria,Juba,Marabi,,,,Village,41,"UNMISS, WFP, NBS",4.55222219959569,31.09749999982600
"283,345",Central Equatoria,Juba,Marata,,,,Village,40,WFP,4.70682092035003,30.58117054008930
"211,409",Central Equatoria,Juba,Mendopolo,,,,Village,41,"UNMISS, WFP, NBS",4.77000000010077,30.93999999960120
"202,833",Central Equatoria,Juba,Meregim,,,,Village,41,"UNMISS, WFP, NBS",4.23861110042276,31.41999999990090
"279,329",Central Equatoria,Juba,Mijirk,,,,Village,40,WFP,4.91920504227971,30.93269274267680
"283,505",Central Equatoria,Juba,Mimakimi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.67914203158034,31.42989854088590
"281,153",Central Equatoria,Juba,Mingora,,,,Village,40,WFP,4.85456479622917,31.78148436511220
"262,753",Central Equatoria,Juba,Moeru,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.22407064484520,31.40197757620510
"279,505",Central Equatoria,Juba,Mogiri,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.89112721514971,31.85291965471920
"281,249",Central Equatoria,Juba,Monanik,,,,Village,40,WFP,4.84090784182428,31.65955405727480
"285,681",Central Equatoria,Juba,Mongo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.57090249715333,30.83503187592120
"205,313",Central Equatoria,Juba,Monji,,,,Village,41,"UNMISS, WFP, NBS",4.50222219969561,31.57944440003990
"279,201",Central Equatoria,Juba,Mugiri,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.94510543087176,30.91789810541410
"276,033",Central Equatoria,Juba,Murgan,,,,Village,40,WFP,5.09570714357068,31.53803116121000
"285,329",Central Equatoria,Juba,Mussikidolk,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.63137053822061,31.06747137680350
"283,393",Central Equatoria,Juba,Najegeda,,,,Village,40,WFP,4.69327646034122,31.73607305612750
"261,921",Central Equatoria,Juba,Nesitu,,,,Town,90,"UNMISS, WFP",4.69211965070212,31.70322798758250
"283,281",Central Equatoria,Juba,Ngangala,,,,Town,112,"UNMISS, WFP, OCHA COD, NBS, NBS",4.70524982811793,31.91968120542420
"283,521",Central Equatoria,Juba,Ngulere,,,,Village,61,"WFP, OCHA COD, NBS",4.66800835720073,31.92874399204250
"277,681",Central Equatoria,Juba,Nija,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.05208637039050,31.66827889575530
"283,297",Central Equatoria,Juba,Njada,,,,Village,61,"WFP, UNMISS, NBS",4.71109533328382,30.60140672773920
"210,609",Central Equatoria,Juba,Njada,,,,Village,20,WFP,4.68000000010073,30.55000000020070
"290,401",Central Equatoria,Juba,Nyaing,,,,Village,91,"WFP, OCHA COD, UNMISS, NBS",4.29834988124287,31.61311780894060
"210,241",Central Equatoria,Juba,Nyake,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.62460646911410,32.07382824797620
"279,009",Central Equatoria,Juba,Nyamini,,,,Village,41,"OCHA COD, WFP, NBS",4.93082399982853,31.33947699896520
"374,385",Central Equatoria,Juba,Nyangwara,,,,Village,51,"OCHA COD, UNMISS, NBS",4.86666670000000,31.01666670000000
"287,825",Central Equatoria,Juba,Nyarajar,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.44705314938415,31.25354205782060
"287,361",Central Equatoria,Juba,Nyarjowa,,,,Village,91,"WFP, OCHA COD, UNMISS, NBS",4.51067787558429,31.29626801815540
"365,217",Central Equatoria,Juba,Nyomori,,,,Village,31,"OCHA COD, NBS",4.81555300000000,30.88320200000000
"374,113",Central Equatoria,Juba,Nyomoro,,,,Village,31,"OCHA COD, NBS",4.81589450000000,30.87981880000000
"369,425",Central Equatoria,Juba,Nyuwa,,,,IDP,80,"OCHA IDP, UNMISS",5.00655228236275,31.66514530880980
"285,473",Central Equatoria,Juba,Onduraba,,,,Village,111,"UNMISS, WFP, OCHA COD, NBS",4.59607349239860,31.06078504869190
"210,673",Central Equatoria,Juba,Papua,,,,Village,41,"UNMISS, WFP, NBS",4.68333330039235,31.29999999960120
"204,881",Central Equatoria,Juba,Pego,,,,Village,41,"UNMISS, WFP, NBS",4.41666669960932,31.29999999960120
"204,385",Central Equatoria,Juba,Peki,,,,Village,41,"UNMISS, WFP, NBS",4.55694440026468,31.51055560016170
"281,233",Central Equatoria,Juba,Perang,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.84517874200617,31.10525531158420
"287,505",Central Equatoria,Juba,Perisak,,,,Village,91,"WFP, OCHA COD, UNMISS, NBS",4.50209098591108,31.27720591971830
"369,409",Central Equatoria,Juba,Peyiti,Peyiti ,,,IDP,80,"OCHA IDP, UNMISS",5.05805716370799,31.66074882999540
"279,489",Central Equatoria,Juba,Pitia,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.90235464115460,31.49139356905890
"202,705",Central Equatoria,Juba,Pitiko,,,,Village,41,"UNMISS, WFP, NBS",4.22722220024519,31.10500000035060
"261,281",Central Equatoria,Juba,Radalo,,,,Town,20,WFP,4.83196652033945,31.69809425894380
"261,329",Central Equatoria,Juba,Ranger Post,,,,Village,20,WFP,5.07674449036676,31.85595608880330
"283,153",Central Equatoria,Juba,Rejaf,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.73804406608161,31.59306907777660
"211,041",Central Equatoria,Juba,Rija,,,,Village,41,"UNMISS, WFP, NBS",4.73333330029243,31.00000000020070
"210,337",Central Equatoria,Juba,River Likobi,,,,Village,41,"OCHA COD, WFP, NBS",4.64397723106521,31.69319104633060
"206,545",Central Equatoria,Juba,River Liro,,,,Village,21,"WFP, NBS",3.96666669960933,31.69999999970110
"208,481",Central Equatoria,Juba,River Luri,,,,Village,41,"OCHA COD, WFP, NBS",4.91890048866748,31.64760413572320
"203,457",Central Equatoria,Juba,River Manya,,,,Village,21,"WFP, NBS",4.31666669980916,31.76666669980920
"209,393",Central Equatoria,Juba,River Nyigera,,,,Village,21,"WFP, NBS",4.95000000010077,31.96666670030880
"207,873",Central Equatoria,Juba,River Wanga,,,,Village,41,"OCHA COD, WFP, NBS",4.86566313714491,31.63272360780910
"262,945",Central Equatoria,Juba,Rogala,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.18818843984548,31.05420537837640
"281,089",Central Equatoria,Juba,Roja,,,,Village,61,"WFP, UNMISS, NBS",4.86893199291796,30.84430378729080
"275,777",Central Equatoria,Juba,Rokon,,,,Town,192,"OCHA IDP, UNMISS, WFP, OCHA COD, UNMISS, NBS, NBS",5.13194181716199,30.94217808295300
"204,209",Central Equatoria,Juba,Rombari,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.54173899316083,31.02834600696350
"275,537",Central Equatoria,Juba,Rombe Lako,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.14240258731041,31.64143813376380
"205,841",Central Equatoria,Juba,Samba,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.20477149410999,31.05695930033230
"283,009",Central Equatoria,Juba,Sheikh-Sekondo,,,,Village,40,WFP,4.76493119082261,30.61234443444900
"289,345",Central Equatoria,Juba,Shiromba,,,,Village,20,WFP,4.58625024265541,30.98726946621380
"287,841",Central Equatoria,Juba,Sindiru,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.44409670909670,31.60832911779540
"279,793",Central Equatoria,Juba,Singi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.86672335959622,31.76312769039150
"288,721",Central Equatoria,Juba,Sirsiri,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.38957659338593,31.92044741881420
"283,361",Central Equatoria,Juba,Songola,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.70146646840362,31.51729478772520
"279,553",Central Equatoria,Juba,Tambur,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.89715928827138,31.55464270060110
"205,089",Central Equatoria,Juba,Tapuri,,,,Village,41,"UNMISS, WFP, NBS",4.46749999962611,31.08027780008130
"285,233",Central Equatoria,Juba,Tengworo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.63737224123679,31.79751861529270
"209,969",Central Equatoria,Juba,Teteramon,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.59810745939257,31.49502464117510
"277,905",Central Equatoria,Juba,Tibari,,,,Village,91,"WFP, OCHA COD, UNMISS, NBS",5.01773649774202,31.72346611417070
"275,649",Central Equatoria,Juba,Tijor,,,,Town,121,"UNMISS, WFP, OCHA COD, NBS",5.13625451513462,31.18020721659060
