OBJECTID,STATE_NAME,COUNTY_NAME,SETTLEMENT_NAME,ALTERNATIVE_NAME_1,ALTERNATIVE_NAME_2,ALTERNATIVE_NAME_3,FUNCTIONAL_CLASSIFICATION,CONFIDENCE,DATA_SOURCE,LATITUDE,LONGITUDE
"215,569",Eastern Equatoria,Kapoeta East,Loikit,,,,Village,41,"UNMISS, WFP, NBS",5.19364000038655,34.70000000000090
"210,929",Eastern Equatoria,Kapoeta East,Loith,,,,Village,41,"UNMISS, WFP, NBS",4.68333330039235,35.45000000030070
"281,745",Eastern Equatoria,Kapoeta East,Lokalyan,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.74937091034008,33.78030731403220
"209,409",Eastern Equatoria,Kapoeta East,Lokepokan,,,,Village,41,"UNMISS, WFP, NBS",4.91666670040871,35.31666669990910
"211,665",Eastern Equatoria,Kapoeta East,Lokidokotoy,,,,Village,41,"UNMISS, WFP, NBS",4.77638889992863,33.74611110044780
"208,065",Eastern Equatoria,Kapoeta East,Lokitoi,,,,Village,41,"UNMISS, WFP, NBS",4.85000000030061,35.38333330019250
"211,937",Eastern Equatoria,Kapoeta East,Lokodopotok,,,,Village,41,"UNMISS, WFP, NBS",5.36666670040870,34.13333329999270
"211,329",Eastern Equatoria,Kapoeta East,Lokolio Post,,,,Town,71,"UNMISS, WFP, NBS",4.71908999510799,35.51090999969760
"276,273",Eastern Equatoria,Kapoeta East,Lokomarukest,,,,Village,20,WFP,5.28097071182970,34.50885608594050
"267,457",Eastern Equatoria,Kapoeta East,Lokuja,,,,Village,41,"UNMISS, WFP, NBS",5.04999999990093,33.83000000030070
"210,785",Eastern Equatoria,Kapoeta East,Lokwanamoru North,,,,Village,41,"UNMISS, WFP, NBS",4.66666670000905,35.21666670010900
"209,777",Eastern Equatoria,Kapoeta East,Lokwanya,,,,Village,41,"UNMISS, WFP, NBS",4.95000000010077,35.24999999980100
"204,561",Eastern Equatoria,Kapoeta East,Lolabo,,,,Village,41,"UNMISS, WFP, NBS",4.56249999997584,33.89388889965390
"276,353",Eastern Equatoria,Kapoeta East,Lolim,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.59643759372079,34.04611716667480
"212,097",Eastern Equatoria,Kapoeta East,Lomareng Plateau,,,,Village,41,"UNMISS, WFP, NBS",5.40000000010076,34.66666670030880
"270,481",Eastern Equatoria,Kapoeta East,Lomongole,,,,Village,40,WFP,5.43728233801033,33.84568586661030
"276,257",Eastern Equatoria,Kapoeta East,Lomuleye,,,,Village,20,WFP,5.34527074165226,34.57325567341150
"208,625",Eastern Equatoria,Kapoeta East,Lomunyenkirion,,,,Village,41,"UNMISS, WFP, NBS",4.90000000020069,35.55000000010080
"207,825",Eastern Equatoria,Kapoeta East,Lomuria-Ang'koiyo,,,,Village,41,"UNMISS, WFP, NBS",4.81666669970923,35.51666670040880
"208,913",Eastern Equatoria,Kapoeta East,Lomwanagippi,,,,Village,41,"UNMISS, WFP, NBS",5.01666670020887,35.58333329979290
"208,513",Eastern Equatoria,Kapoeta East,Long'orimenit,,,,Village,41,"UNMISS, WFP, NBS",4.88333329999261,35.33333330029250
"216,033",Eastern Equatoria,Kapoeta East,Lopokori,,,,Village,41,"UNMISS, WFP, NBS",5.28333330009258,33.93333330039240
"210,593",Eastern Equatoria,Kapoeta East,Lopur,,,,Village,41,"UNMISS, WFP, NBS",4.63333329959295,35.74999999970110
"260,657",Eastern Equatoria,Kapoeta East,Lopusingole,,,,Village,40,WFP,5.41283001979042,34.53284082774290
"207,809",Eastern Equatoria,Kapoeta East,Lorienetom,,,,Village,41,"UNMISS, WFP, NBS",4.81666669970923,35.48333329999270
"208,577",Eastern Equatoria,Kapoeta East,Lorioboki,,,,Village,41,"UNMISS, WFP, NBS",4.90000000020069,35.31666669990910
"207,553",Eastern Equatoria,Kapoeta East,Lorionetom Range,,,,Village,41,"UNMISS, WFP, NBS",4.80000000040053,35.50000000020070
"211,585",Eastern Equatoria,Kapoeta East,Loropio,,,,Village,21,"WFP, NBS",4.74999999960113,34.91666669980920
"211,009",Eastern Equatoria,Kapoeta East,Loropio,,,,Village,41,"UNMISS, WFP, NBS",4.68333330039235,35.79999999960120
"210,865",Eastern Equatoria,Kapoeta East,Loruth Kaada,,,,Village,41,"UNMISS, WFP, NBS",4.66666670000905,35.79999999960120
"209,841",Eastern Equatoria,Kapoeta East,Loruth Nangolemoru,,,,Village,41,"UNMISS, WFP, NBS",4.95000000010077,35.45000000030070
"216,305",Eastern Equatoria,Kapoeta East,Losagam,,,,Village,41,"UNMISS, WFP, NBS",5.33333329999266,34.34999999980100
"215,825",Eastern Equatoria,Kapoeta East,Lotakawa,,,,Village,62,"OCHA COD, UNMISS, WFP, NBS, NBS",5.24727000041105,34.64544999981850
"267,377",Eastern Equatoria,Kapoeta East,Lotelepey,,,,Village,41,"UNMISS, WFP, NBS",4.94000000030059,33.72999999960120
"210,145",Eastern Equatoria,Kapoeta East,Lotimi,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",4.58161272664682,33.99418900771740
"276,225",Eastern Equatoria,Kapoeta East,Lotimor,,,,Town,20,WFP,5.51692946762165,35.13049799188970
"275,857",Eastern Equatoria,Kapoeta East,Lotogo,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.09737474385020,33.85545031058430
"210,561",Eastern Equatoria,Kapoeta East,Lotorobu,,,,Village,41,"UNMISS, WFP, NBS",4.63333329959295,35.34999999960120
"207,745",Eastern Equatoria,Kapoeta East,Lotukule,,,,Village,41,"UNMISS, WFP, NBS",4.81666669970923,35.34999999960120
"210,945",Eastern Equatoria,Kapoeta East,Lourum,,,,Village,41,"UNMISS, WFP, NBS",4.68333330039235,35.50000000020070
"208,273",Eastern Equatoria,Kapoeta East,Loyoro,,,,Village,41,"UNMISS, WFP, NBS",4.87272999989040,34.44182000009380
"270,513",Eastern Equatoria,Kapoeta East,Lozut,,,,Village,40,WFP,5.43656525997960,33.67745779074530
"276,145",Eastern Equatoria,Kapoeta East,Luagerog,,,,Village,40,WFP,5.06297797785220,33.73836199041440
"208,609",Eastern Equatoria,Kapoeta East,Lukulin,,,,Village,41,"UNMISS, WFP, NBS",4.90000000020069,35.38333330019250
"216,401",Eastern Equatoria,Kapoeta East,Lukwatuk Pass,,,,Village,41,"UNMISS, WFP, NBS",5.33333329999266,35.31666669990910
"211,761",Eastern Equatoria,Kapoeta East,Lumian,,,,Village,41,"UNMISS, WFP, NBS",4.76666669980921,35.76666669990920
"209,281",Eastern Equatoria,Kapoeta East,Magos,,,,Village,41,"UNMISS, WFP, NBS",5.11666670000903,33.78333329979280
"211,777",Eastern Equatoria,Kapoeta East,Mayen,,,,Village,41,"UNMISS, WFP, NBS",4.76666669980921,35.79999999960120
"215,553",Eastern Equatoria,Kapoeta East,Mongalla,,,,Village,41,"UNMISS, WFP, NBS",5.19332999958067,34.60016999994640
"209,153",Eastern Equatoria,Kapoeta East,Morkorro,,,,Village,41,"UNMISS, WFP, NBS",5.08333329959294,34.61666670040880
"209,633",Eastern Equatoria,Kapoeta East,Moru Abab,,,,Village,41,"UNMISS, WFP, NBS",4.93333329989269,35.36666669980920
"215,425",Eastern Equatoria,Kapoeta East,Moru Agippi,,,,Village,41,"UNMISS, WFP, NBS",5.16666669990911,34.60000000020070
"214,753",Eastern Equatoria,Kapoeta East,Moru Angbin,,,,Village,41,"UNMISS, WFP, NBS",5.54999999980100,34.23333329979280
"215,873",Eastern Equatoria,Kapoeta East,Moru Ethi,,,,Village,41,"UNMISS, WFP, NBS",5.25000000040052,35.16666670020900
"215,137",Eastern Equatoria,Kapoeta East,Moru Ethi,,,,Village,41,"UNMISS, WFP, NBS",5.66666669980918,34.53333330009260
"212,641",Eastern Equatoria,Kapoeta East,Moru Kerri,,,,Village,41,"UNMISS, WFP, NBS",5.71666669970926,34.01666669980930
"214,817",Eastern Equatoria,Kapoeta East,Mukajo,,,,Village,41,"UNMISS, WFP, NBS",5.54999999980100,34.93333330019250
"208,337",Eastern Equatoria,Kapoeta East,Muraagipi,,,,Village,41,"UNMISS, WFP, NBS",4.86666669960931,35.16666670020900
"208,817",Eastern Equatoria,Kapoeta East,Murua Ngabuin,,,,Village,41,"UNMISS, WFP, NBS",5.01666670020887,35.23333329959300
"211,569",Eastern Equatoria,Kapoeta East,Murua-Kidel,,,,Village,41,"UNMISS, WFP, NBS",4.74999999960113,34.66666670030880
"216,353",Eastern Equatoria,Kapoeta East,Musha,,,,Village,41,"UNMISS, WFP, NBS",5.33333329999266,35.10000000010080
"212,177",Eastern Equatoria,Kapoeta East,Mwanyakapin,,,,Village,41,"UNMISS, WFP, NBS",5.41666670030878,34.93333330019250
"365,137",Eastern Equatoria,Kapoeta East,NARAKADAI,,,,Village,31,"OCHA COD, NBS",4.50700000000000,34.15974000000000
"209,361",Eastern Equatoria,Kapoeta East,Nabolibol,,,,Village,41,"UNMISS, WFP, NBS",4.91666670040871,35.15000000000090
"276,209",Eastern Equatoria,Kapoeta East,Nabwel,,,,Village,20,WFP,5.60947877042975,34.58823664840350
"209,329",Eastern Equatoria,Kapoeta East,Nachua,,,,Village,41,"UNMISS, WFP, NBS",4.92222220029515,33.95416669993410
"281,905",Eastern Equatoria,Kapoeta East,Nadapal,,,,Primary Town,61,"WFP, OCHA COD, NBS",4.44669678133221,34.22124204528510
"205,297",Eastern Equatoria,Kapoeta East,Nadepali,,,,Village,71,"UNMISS, WFP, NBS",4.48083329971786,34.17388890035330
"211,649",Eastern Equatoria,Kapoeta East,Nadupuduku,,,,Village,41,"UNMISS, WFP, NBS",4.77388889975373,33.78083329961800
"208,529",Eastern Equatoria,Kapoeta East,Nagagutan,,,,Village,41,"UNMISS, WFP, NBS",4.88333329999261,35.50000000020070
"277,585",Eastern Equatoria,Kapoeta East,Nagongitela,,,,Village,40,WFP,5.04712325843246,33.73838162441330
"276,385",Eastern Equatoria,Kapoeta East,Nagpotpot,,,,Village,20,WFP,4.70465485014205,33.78269555006050
"216,513",Eastern Equatoria,Kapoeta East,Nai A,,,,Village,41,"UNMISS, WFP, NBS",5.35000000020068,34.88999999980100
"209,489",Eastern Equatoria,Kapoeta East,Naitatitok,,,,Village,41,"UNMISS, WFP, NBS",4.91999999980101,35.47999999970110
"209,297",Eastern Equatoria,Kapoeta East,Najokmurya,,,,Village,41,"UNMISS, WFP, NBS",4.90000000020069,35.56666670030890
"215,153",Eastern Equatoria,Kapoeta East,Nakadocwa,,,,Village,41,"UNMISS, WFP, NBS",5.66273000029014,35.11090999959770
"208,257",Eastern Equatoria,Kapoeta East,Nakalale,,,,Village,41,"UNMISS, WFP, NBS",4.86666669960931,34.93333330019250
"207,761",Eastern Equatoria,Kapoeta East,Nakangungeg,,,,Village,41,"UNMISS, WFP, NBS",4.81666669970923,35.40000000040060
"208,657",Eastern Equatoria,Kapoeta East,Nakapokan,,,,Village,41,"UNMISS, WFP, NBS",4.98333329979278,35.29999999970110
"208,897",Eastern Equatoria,Kapoeta East,Nakarenyangayik,,,,Village,41,"UNMISS, WFP, NBS",5.01666670020887,35.43333330009260
"210,513",Eastern Equatoria,Kapoeta East,Nakatur,,,,Village,41,"UNMISS, WFP, NBS",4.63333329959295,35.18333329969290
"210,833",Eastern Equatoria,Kapoeta East,Nakinomet,,,,Village,41,"UNMISS, WFP, NBS",4.66666670000905,35.41666669970930
"208,033",Eastern Equatoria,Kapoeta East,Nakithilet,,,,Village,41,"UNMISS, WFP, NBS",4.85000000030061,35.31666669990910
"207,393",Eastern Equatoria,Kapoeta East,Nakiwalet,,,,Village,41,"UNMISS, WFP, NBS",4.78333330019245,35.61666670020900
"205,137",Eastern Equatoria,Kapoeta East,Nakodo,,,,Village,82,"OCHA COD, UNMISS, UNMISS, WFP, NBS, NBS",4.45727000001131,34.17726999961170
"276,337",Eastern Equatoria,Kapoeta East,Nakodok,,,,Village,60,"OCHA IDP, WFP",4.45664370044727,34.19909432164650
"211,873",Eastern Equatoria,Kapoeta East,Nakolo,,,,Village,41,"UNMISS, WFP, NBS",4.78333330019245,35.13333329979290
"207,585",Eastern Equatoria,Kapoeta East,Naliel,,,,Village,41,"UNMISS, WFP, NBS",4.81817999970804,34.21272999989050
"208,753",Eastern Equatoria,Kapoeta East,Nalingakua,,,,Village,41,"UNMISS, WFP, NBS",5.00000000000085,35.43333330009260
"204,465",Eastern Equatoria,Kapoeta East,Nalupongorr,,,,Village,41,"UNMISS, WFP, NBS",4.55000000000081,34.29999999990100
"211,537",Eastern Equatoria,Kapoeta East,Namacharioret,,,,Village,41,"UNMISS, WFP, NBS",4.73333330029243,35.60000000000090
"274,577",Eastern Equatoria,Kapoeta East,Namoropus,,,,Village,20,WFP,5.47729967883794,34.63373113118760
"208,097",Eastern Equatoria,Kapoeta East,Namorototio,,,,Village,41,"UNMISS, WFP, NBS",4.85000000030061,35.45000000030070
"279,441",Eastern Equatoria,Kapoeta East,Nanngolet,,,,Village,111,"UNMISS, WFP, OCHA COD, NBS",4.88894774864053,33.71567405391530
"212,497",Eastern Equatoria,Kapoeta East,Nanyangachor,,,,Town,21,"WFP, NBS",5.48999998840958,34.80999999960120
"207,361",Eastern Equatoria,Kapoeta East,Naoyeta,,,,Village,41,"UNMISS, WFP, NBS",4.78333330019245,35.29999999970110
"212,401",Eastern Equatoria,Kapoeta East,Napalap,,,,Village,41,"UNMISS, WFP, NBS",5.48333335005492,34.50000000040060
"215,281",Eastern Equatoria,Kapoeta East,Napas,,,,Village,41,"UNMISS, WFP, NBS",5.11666670000903,34.66666670030880
"211,601",Eastern Equatoria,Kapoeta East,Napeduru,,,,Village,41,"UNMISS, WFP, NBS",4.74999999960113,35.06666670040880
"267,233",Eastern Equatoria,Kapoeta East,Napotpot,,,,Village,41,"UNMISS, WFP, NBS",4.69545000031809,33.84090999979750
"207,521",Eastern Equatoria,Kapoeta East,Naramam,,,,Village,41,"UNMISS, WFP, NBS",4.80000000040053,35.33333330029250
"207,953",Eastern Equatoria,Kapoeta East,Naramum Post,,,,Village,41,"UNMISS, WFP, NBS",4.83333330009253,35.34999999960120
"208,497",Eastern Equatoria,Kapoeta East,Narionobukai,,,,Village,41,"UNMISS, WFP, NBS",4.88333329999261,35.29999999970110
"271,041",Eastern Equatoria,Kapoeta East,Narus,,,,Town,111,"UNMISS, WFP, OCHA COD, NBS",4.50694268086085,34.17118478375160
"209,793",Eastern Equatoria,Kapoeta East,Nataba,,,,Village,41,"UNMISS, WFP, NBS",4.95000000010077,35.28333330039240
"208,977",Eastern Equatoria,Kapoeta East,Natapara,,,,Village,41,"UNMISS, WFP, NBS",5.03333329969286,35.26666670000910
"209,809",Eastern Equatoria,Kapoeta East,Natelo,,,,Village,41,"UNMISS, WFP, NBS",4.95000000010077,35.34999999960120
"212,337",Eastern Equatoria,Kapoeta East,Natilup Swamp,,,,Village,41,"UNMISS, WFP, NBS",5.46666670020886,34.26666670020890
"280,337",Eastern Equatoria,Kapoeta East,Natinga,Natinga (new sit,,,Village,71,"UNMISS, WFP, NBS",4.24190781899148,33.95631309567370
"202,993",Eastern Equatoria,Kapoeta East,Natinga (new site),,,,Town,50,"OCHA COD, WFP",4.24974553203151,34.00088856215830
"209,073",Eastern Equatoria,Kapoeta East,Natodomeri,,,,Village,41,"UNMISS, WFP, NBS",5.04999999990093,35.63333329969290
"211,425",Eastern Equatoria,Kapoeta East,Nebur,,,,Village,41,"UNMISS, WFP, NBS",4.74777780000630,33.83027779998140
"208,113",Eastern Equatoria,Kapoeta East,Nekap,,,,Village,41,"UNMISS, WFP, NBS",4.86999999990093,33.72555999989500
"209,649",Eastern Equatoria,Kapoeta East,Ngithenyana,,,,Village,41,"UNMISS, WFP, NBS",4.93333329989269,35.41666669970930
"207,457",Eastern Equatoria,Kapoeta East,Nithapirri,,,,Village,41,"UNMISS, WFP, NBS",4.80000000040053,35.13333329979290
"209,505",Eastern Equatoria,Kapoeta East,Nongolibe,,,,Village,41,"UNMISS, WFP, NBS",4.91666670040871,35.74999999970110
"211,969",Eastern Equatoria,Kapoeta East,Nyaginei,,,,Village,41,"UNMISS, WFP, NBS",5.36666670040870,34.63333329989270
"207,537",Eastern Equatoria,Kapoeta East,Nyang'Amunyen,,,,Village,41,"UNMISS, WFP, NBS",4.80000000040053,35.46666669960940
"215,649",Eastern Equatoria,Kapoeta East,Nyangatom,,,,Village,41,"UNMISS, WFP, NBS",5.19999999960112,35.34999999960120
"269,233",Eastern Equatoria,Kapoeta East,Nyapongeth,,,,Village,41,"UNMISS, WFP, NBS",5.08000000020070,33.75999999990100
"215,265",Eastern Equatoria,Kapoeta East,Nykorilik,,,,Village,41,"UNMISS, WFP, NBS",5.11666670000903,34.48333330019260
"214,641",Eastern Equatoria,Kapoeta East,Owiyabong,,,,Village,41,"UNMISS, WFP, NBS",5.53333329959293,34.25000000000090
"216,161",Eastern Equatoria,Kapoeta East,Pongo,,,,Village,41,"UNMISS, WFP, NBS",5.30454999968356,34.59273000039010
"212,545",Eastern Equatoria,Kapoeta East,River Gera,,,,Village,21,"WFP, NBS",5.49999999990092,35.08333329989280
"208,961",Eastern Equatoria,Kapoeta East,River Kadoke,,,,Village,21,"WFP, NBS",5.03333329969286,35.16666670020900
"208,417",Eastern Equatoria,Kapoeta East,River Kaielot,,,,Village,21,"WFP, NBS",4.86666669960931,35.79999999960120
"211,121",Eastern Equatoria,Kapoeta East,River Komonyanga,,,,Village,21,"WFP, NBS",4.69999999970105,35.10000000010080
"211,185",Eastern Equatoria,Kapoeta East,River Kukurei,,,,Village,21,"WFP, NBS",4.69999999970105,35.64999999990100
"216,145",Eastern Equatoria,Kapoeta East,River Lokorowa,,,,Village,21,"WFP, NBS",5.30000000030060,34.43333330029250
"216,289",Eastern Equatoria,Kapoeta East,River Lokuja,,,,Village,21,"WFP, NBS",5.33333329999266,33.99999999960120
"204,321",Eastern Equatoria,Kapoeta East,River Lolabo,,,,Village,21,"WFP, NBS",4.53333329979279,33.93333330039240
"209,521",Eastern Equatoria,Kapoeta East,River Lomayen,,,,Village,21,"WFP, NBS",4.93333329989269,34.60000000020070
"215,329",Eastern Equatoria,Kapoeta East,River Lopotokol,,,,Village,21,"WFP, NBS",5.11666670000903,35.10000000010080
"208,177",Eastern Equatoria,Kapoeta East,River Loyuro,,,,Village,21,"WFP, NBS",4.86666669960931,34.51666669970930
"208,929",Eastern Equatoria,Kapoeta East,River Nakorimanman,,,,Village,21,"WFP, NBS",5.03333329969286,35.10000000010080
"215,217",Eastern Equatoria,Kapoeta East,River Nakorimanyung,,,,Village,21,"WFP, NBS",5.09999999980096,35.41666669970930
"214,865",Eastern Equatoria,Kapoeta East,River Nakua,,,,Village,21,"WFP, NBS",5.58333330039233,34.05000000040060
"208,945",Eastern Equatoria,Kapoeta East,River Olipatakwe,,,,Village,21,"WFP, NBS",5.03333329969286,35.15000000000090
"208,737",Eastern Equatoria,Kapoeta East,River Ukathwa,,,,Village,21,"WFP, NBS",5.00000000000085,35.34999999960120
"212,865",Eastern Equatoria,Kapoeta East,Rongada,,,,Village,41,"UNMISS, WFP, NBS",5.83333329989273,35.03333329999270
"214,977",Eastern Equatoria,Kapoeta East,Selemani,,,,Village,41,"UNMISS, WFP, NBS",5.61666669990910,35.10000000010080
"209,617",Eastern Equatoria,Kapoeta East,Timan,,,,Village,41,"UNMISS, WFP, NBS",4.93333329989269,35.19999999990100
"207,793",Eastern Equatoria,Kapoeta East,Tiwai,,,,Village,41,"UNMISS, WFP, NBS",4.81666669970923,35.45000000030070
"209,729",Eastern Equatoria,Kapoeta East,Tulu Satan,,,,Village,41,"UNMISS, WFP, NBS",4.95000000010077,34.41666669990920
"212,529",Eastern Equatoria,Kapoeta East,Tumu,,,,Village,41,"UNMISS, WFP, NBS",5.49999999990092,34.28333329969290
"212,145",Eastern Equatoria,Kapoeta East,Umm Gura,,,,Village,41,"UNMISS, WFP, NBS",5.41666670030878,34.55000000030070
"211,489",Eastern Equatoria,Kapoeta East,Virgin's Breast,,,,Village,41,"UNMISS, WFP, NBS",4.73333330029243,35.48333329999270
"216,209",Eastern Equatoria,Kapoeta East,Watha Peth Hills,,,,Village,21,"WFP, NBS",5.30000000030060,35.43333330009260
"211,169",Eastern Equatoria,Kapoeta East,Woteng,,,,Village,41,"UNMISS, WFP, NBS",4.71666669990913,33.89999999980100
"212,433",Eastern Equatoria,Kapoeta North,Akitukomoi,,,,Village,41,"UNMISS, WFP, NBS",5.49999999990092,33.31666670030890
"209,233",Eastern Equatoria,Kapoeta North,Akoribok,,,,Village,41,"UNMISS, WFP, NBS",5.09999999980096,33.56666669980920
"215,665",Eastern Equatoria,Kapoeta North,Chokagiling,,,,Village,41,"UNMISS, WFP, NBS",5.22000000010075,33.71999999980100
"281,377",Eastern Equatoria,Kapoeta North,Idong,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.79533770537165,33.57143655825140
"368,401",Eastern Equatoria,Kapoeta North,KAWIYAPEOT,,,,Village,31,"OCHA COD, NBS",4.81722370000000,33.59177640000000
"209,041",Eastern Equatoria,Kapoeta North,Kachinga,,,,Village,41,"UNMISS, WFP, NBS",5.06666670010895,33.70000000020080
"272,305",Eastern Equatoria,Kapoeta North,Kalopedet,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.30279416691809,33.38501979922520
"272,049",Eastern Equatoria,Kapoeta North,Kangibun,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.34513472009206,33.35562348683530
"212,225",Eastern Equatoria,Kapoeta North,Kangitabok,,,,Village,41,"UNMISS, WFP, NBS",5.45000000000084,33.28333329989280
"373,345",Eastern Equatoria,Kapoeta North,Kapoeta North,,,,IDP,80,"OCHA IDP, UNMISS",5.19494799955135,33.54221600036900
"273,953",Eastern Equatoria,Kapoeta North,Karakamuge,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.21366776475639,33.51755564198020
"208,465",Eastern Equatoria,Kapoeta North,Katiakin,,,,Village,41,"UNMISS, WFP, NBS",4.90194440011481,33.32333329999270
"214,801",Eastern Equatoria,Kapoeta North,Kenyi,,,,Village,41,"UNMISS, WFP, NBS",5.56666670000902,33.54999999960120
"368,385",Eastern Equatoria,Kapoeta North,LOTELENG,,,,Village,31,"OCHA COD, NBS",4.84442130000000,33.60686050000000
"208,209",Eastern Equatoria,Kapoeta North,Leruito,,,,Village,41,"UNMISS, WFP, NBS",4.87888889990364,33.47472220007030
"278,001",Eastern Equatoria,Kapoeta North,Lodomei,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.99429709043920,33.31355990416710
"272,385",Eastern Equatoria,Kapoeta North,Lokidangoai,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.28683656955286,33.38696308218140
"275,761",Eastern Equatoria,Kapoeta North,Lokorechoke,,,,Village,40,WFP,5.11119489373021,33.70170968605410
"279,761",Eastern Equatoria,Kapoeta North,Lokwamiro,,,,Village,61,"WFP, UNMISS, NBS",4.85626960415971,33.46824733674610
"267,313",Eastern Equatoria,Kapoeta North,Lolepon,,,,Village,41,"UNMISS, WFP, NBS",4.85000000030061,33.52000000020080
"281,105",Eastern Equatoria,Kapoeta North,Lomeyen,,,,Village,40,WFP,4.84603667994963,33.56555125178970
"212,241",Eastern Equatoria,Kapoeta North,Lomokori,,,,Village,41,"UNMISS, WFP, NBS",5.45000000000084,33.46666670000910
"279,425",Eastern Equatoria,Kapoeta North,Lomonichek,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.89184880238116,33.46581219837510
"278,129",Eastern Equatoria,Kapoeta North,Loriwo,,,,Village,61,"WFP, OCHA COD, NBS",4.94884872668820,33.48258368309140
"279,297",Eastern Equatoria,Kapoeta North,Lumeyen,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.90524173022249,33.46422378699910
"276,417",Eastern Equatoria,Kapoeta North,Mogos,,,,Town,20,WFP,5.26748165185757,33.77124426301320
"365,169",Eastern Equatoria,Kapoeta North,NAMERIMERI,,,,Village,31,"OCHA COD, NBS",4.80723860000000,33.58959450000000
"372,193",Eastern Equatoria,Kapoeta North,NAMINITIOT,,,,Village,31,"OCHA COD, NBS",5.20120100000000,33.51415200000000
"279,601",Eastern Equatoria,Kapoeta North,Nadomeit,,,,Village,61,"WFP, OCHA COD, NBS",4.87676778140883,33.52463106267430
"279,713",Eastern Equatoria,Kapoeta North,Nagongitela,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.87011712130891,33.47276364123000
"279,697",Eastern Equatoria,Kapoeta North,Nakoret,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.87010890869999,33.49809647127600
"276,433",Eastern Equatoria,Kapoeta North,Nakwa,,,,Village,20,WFP,5.19223919028724,33.52549791829520
"209,217",Eastern Equatoria,Kapoeta North,Nakwaparich,,,,Village,41,"UNMISS, WFP, NBS",5.09999999980096,33.54999999960120
"279,665",Eastern Equatoria,Kapoeta North,Napotit,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.86968188181424,33.52750199002570
"281,185",Eastern Equatoria,Kapoeta North,Narongyet,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.83960350739676,33.57423694278160
"279,681",Eastern Equatoria,Kapoeta North,Naronyi,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.86969154413026,33.48958776056760
"279,313",Eastern Equatoria,Kapoeta North,Nawayareng,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.90529145823501,33.44333305207960
"216,001",Eastern Equatoria,Kapoeta North,Nawitapal,,,,Village,41,"UNMISS, WFP, NBS",5.28333330009258,33.76666670030890
"271,873",Eastern Equatoria,Kapoeta North,Ngigalingatun,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.38284709581762,33.29608259643560
"215,953",Eastern Equatoria,Kapoeta North,Nomogonjet,,,,Village,61,"OCHA COD, UNMISS, WFP, NBS",5.27949987781795,33.39235985532390
"274,161",Eastern Equatoria,Kapoeta North,Owetiani,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",5.17916176170678,33.65819802581910
"271,025",Eastern Equatoria,Kapoeta North,Riwoto,,,,Village,61,"WFP, UNMISS, NBS",4.90523445290853,33.48868406961500
"209,889",Eastern Equatoria,Kapoeta North,Riwoto,,,,Village,20,WFP,4.98181999979397,33.48544999961870
"208,049",Eastern Equatoria,Kapoeta North,Tchumakori,,,,Village,41,"UNMISS, WFP, NBS",4.86999999990093,33.52000000020080
"267,393",Eastern Equatoria,Kapoeta North,Tingayta,,,,Village,41,"UNMISS, WFP, NBS",4.99416670043371,33.31583330036740
"210,049",Eastern Equatoria,Kapoeta South,Apelli Koperat,,,,Village,41,"UNMISS, WFP, NBS",4.58333329969287,33.73333329989280
"281,361",Eastern Equatoria,Kapoeta South,Chief-Longidio,,,,Village,40,WFP,4.80002396193714,33.62630523589880
"281,569",Eastern Equatoria,Kapoeta South,Kapoeta,,,,Primary Town,191,"OCHA IDP, UNMISS, WFP, OCHA COD, UNMISS, NBS",4.77313892901918,33.59036804904710
"281,697",Eastern Equatoria,Kapoeta South,Korea,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.75754548064026,33.59509714122100
"283,057",Eastern Equatoria,Kapoeta South,Logiri,,,,Village,40,WFP,4.73946352092560,33.60366201998710
"281,633",Eastern Equatoria,Kapoeta South,Longalia,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.76312502210294,33.59352825862310
"282,977",Eastern Equatoria,Kapoeta South,Loning,,,,Village,81,"WFP, OCHA COD, UNMISS, NBS",4.74969920695366,33.58150472036740
"211,809",Eastern Equatoria,Kapoeta South,Loyurien,,,,Village,41,"UNMISS, WFP, NBS",4.79444439979005,33.49305560033660
